User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Initial_BMI,BMI_Category,Body_Fat_Category,Body_Fat_Percentage,Goal,Workout_Frequency,Average_Duration_Minutes,level,Badminton,Football,Basketball,Volleyball,Swim
255,19,Female,173,46,15.37,Underweight,2.0,16.1,Muscle Gain,5,90,Advanced,1,0,0,0,0
256,40,Male,151,121,53.07,Obese,5.0,60.0,Weight Loss,4,60,Intermediate,1,1,0,0,1
257,48,Female,194,73,19.4,Normal,3.0,22.9,Muscle Gain,4,45,Advanced,0,0,1,0,0
258,38,Female,175,56,18.29,Underweight,4.0,24.9,Muscle Gain,4,45,Beginner,1,0,0,1,0
259,39,Male,163,82,30.86,Obese,5.0,32.0,Weight Loss,3,60,Intermediate,1,1,0,0,0
260,18,Female,156,98,40.27,Obese,5.0,49.6,Weight Loss,2,30,Beginner,1,0,0,0,1
261,43,Male,152,90,38.95,Obese,5.0,41.0,Weight Loss,4,60,Beginner,0,1,0,0,0
262,18,Female,196,93,24.21,Normal,4.0,26.2,Maintain,5,45,Intermediate,1,0,1,0,0
263,42,Female,172,63,21.3,Normal,4.0,27.2,Maintain,2,60,Beginner,1,1,1,0,0
264,33,Male,195,64,16.83,Underweight,1.0,6.6,Muscle Gain,4,30,Intermediate,1,1,0,0,1
265,49,Male,192,110,29.84,Overweight,5.0,32.1,Weight Loss,3,60,Intermediate,1,1,0,0,0
266,25,Male,196,91,23.69,Normal,2.0,14.8,Muscle Gain,4,45,Intermediate,1,0,0,1,0
267,45,Female,194,109,28.96,Overweight,5.0,37.4,Weight Loss,2,60,Beginner,1,0,0,0,0
268,42,Male,167,127,45.54,Obese,5.0,53.3,Weight Loss,3,30,Intermediate,1,1,0,0,0
269,41,Female,187,72,20.59,Normal,4.0,27.6,Muscle Gain,4,60,Intermediate,0,0,0,0,1
270,40,Female,184,88,25.99,Overweight,5.0,32.2,Maintain,3,60,Beginner,1,1,1,0,0
271,29,Male,164,68,25.28,Overweight,3.0,19.0,Maintain,4,60,Advanced,1,1,0,0,0
272,23,Male,174,102,33.69,Obese,4.0,28.2,Weight Loss,4,60,Advanced,1,1,0,0,0
273,36,Female,186,61,17.63,Underweight,3.0,22.4,Muscle Gain,5,60,Advanced,1,0,0,0,0
274,17,Female,177,65,20.75,Normal,3.0,19.9,Muscle Gain,3,90,Intermediate,1,0,0,1,0
275,24,Male,159,67,26.5,Overweight,3.0,21.5,Muscle Gain,3,45,Advanced,1,1,0,0,1
276,32,Male,188,124,35.08,Obese,5.0,37.3,Weight Loss,2,90,Beginner,0,0,0,0,1
277,30,Male,166,88,31.93,Obese,4.0,27.5,Weight Loss,5,45,Beginner,1,1,1,0,0
278,28,Male,188,110,31.12,Obese,5.0,30.8,Weight Loss,5,30,Intermediate,1,1,1,1,0
279,39,Male,171,120,41.04,Obese,5.0,46.9,Weight Loss,4,30,Intermediate,1,0,0,0,0
280,31,Female,175,123,40.16,Obese,5.0,49.2,Weight Loss,5,45,Beginner,1,0,1,0,0
281,44,Female,193,88,23.62,Normal,5.0,33.2,Muscle Gain,4,60,Intermediate,0,0,0,0,1
282,18,Female,174,59,19.49,Normal,3.0,21.1,Muscle Gain,4,60,Advanced,0,0,0,0,0
283,48,Female,166,125,45.36,Obese,5.0,60.0,Weight Loss,2,60,Advanced,1,0,0,0,0
284,39,Male,162,102,38.87,Obese,5.0,41.4,Weight Loss,4,60,Intermediate,1,1,0,1,0
285,38,Male,169,100,35.01,Obese,5.0,36.4,Weight Loss,2,45,Beginner,1,0,0,0,1
286,41,Male,174,88,29.07,Overweight,4.0,27.9,Weight Loss,5,30,Advanced,1,0,0,1,0
287,38,Female,153,110,46.99,Obese,5.0,60.0,Weight Loss,4,45,Intermediate,1,0,0,0,1
288,38,Female,159,40,15.82,Underweight,3.0,20.5,Muscle Gain,4,45,Beginner,1,1,0,0,1
289,22,Male,152,52,22.51,Normal,2.0,15.6,Muscle Gain,2,30,Beginner,1,1,1,1,1
290,31,Male,190,126,34.9,Obese,5.0,36.3,Weight Loss,3,45,Advanced,1,0,1,0,1
291,49,Female,194,90,23.91,Normal,5.0,30.5,Muscle Gain,3,60,Intermediate,1,0,1,0,0
292,24,Female,167,95,34.06,Obese,5.0,40.1,Weight Loss,3,60,Intermediate,0,0,0,0,1
293,21,Male,196,122,31.76,Obese,4.0,26.1,Weight Loss,2,90,Advanced,1,0,0,1,0
294,20,Male,185,101,29.51,Overweight,3.0,23.9,Weight Loss,5,90,Advanced,0,0,0,0,1
295,22,Female,196,71,18.48,Underweight,3.0,18.6,Muscle Gain,4,60,Intermediate,1,0,0,0,1
296,48,Male,171,69,23.6,Normal,3.0,23.7,Maintain,3,45,Intermediate,1,1,0,1,1
297,46,Male,183,68,20.31,Normal,2.0,13.9,Muscle Gain,3,60,Intermediate,1,0,0,0,1
298,32,Male,196,88,22.91,Normal,3.0,18.8,Muscle Gain,3,60,Intermediate,1,1,1,1,1
299,29,Female,157,84,34.08,Obese,5.0,41.1,Weight Loss,4,30,Intermediate,1,0,0,0,0
300,46,Female,189,69,19.32,Normal,4.0,27.5,Maintain,4,45,Intermediate,1,0,1,0,1
