User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Initial_BMI,BMI_Category,Body_Fat_Category,Body_Fat_Percentage,Goal,Workout_Frequency,Average_Duration_Minutes,level,Badminton,Football,Basketball,Volleyball,Swim
255,19,Male,178,82,25.88,Overweight,3.0,20.2,Muscle Gain,4,90,Beginner,1,1,0,0,0
256,40,Male,153,54,23.07,Normal,3.0,22.1,Muscle Gain,2,45,Beginner,1,1,0,0,1
257,48,Female,166,125,45.36,Obese,5.0,60.0,Weight Loss,3,90,Intermediate,0,0,0,0,0
258,38,Male,184,99,29.24,Overweight,4.0,27.5,Weight Loss,4,60,Intermediate,1,0,0,0,0
259,39,Female,162,51,19.43,Normal,3.0,21.6,Muscle Gain,3,30,Beginner,0,0,0,0,0
260,18,Male,190,88,24.38,Normal,3.0,19.4,Maintain,3,30,Intermediate,0,0,1,0,1
261,43,Female,188,81,22.92,Normal,5.0,30.3,Maintain,5,45,Advanced,0,0,0,0,1
262,18,Female,164,77,28.63,Overweight,5.0,31.4,Maintain,5,60,Intermediate,0,0,1,0,0
263,42,Male,178,121,38.19,Obese,5.0,38.0,Weight Loss,5,90,Beginner,1,1,1,0,1
264,33,Female,178,84,26.51,Overweight,5.0,35.6,Weight Loss,3,30,Intermediate,1,1,1,0,1
265,49,Male,160,74,28.91,Overweight,4.0,29.7,Weight Loss,2,90,Beginner,0,0,0,0,1
266,25,Female,181,69,21.06,Normal,4.0,26.2,Maintain,2,90,Beginner,0,0,0,0,0
267,45,Male,151,127,55.7,Obese,5.0,60.0,Weight Loss,3,30,Intermediate,0,0,0,0,0
268,42,Male,196,69,17.96,Underweight,2.0,12.8,Muscle Gain,2,90,Advanced,0,1,1,0,0
269,41,Female,163,117,44.04,Obese,5.0,58.9,Weight Loss,2,90,Beginner,1,0,0,1,1
270,40,Male,169,45,15.76,Underweight,1.0,8.5,Muscle Gain,5,60,Advanced,1,1,0,0,0
271,29,Male,171,106,36.25,Obese,5.0,34.6,Weight Loss,4,60,Advanced,0,1,0,0,0
272,23,Female,160,119,46.48,Obese,5.0,58.9,Weight Loss,3,90,Advanced,0,0,0,1,0
273,36,Male,176,46,14.85,Underweight,1.0,8.7,Muscle Gain,2,60,Intermediate,0,0,0,0,0
274,17,Male,152,91,39.39,Obese,5.0,38.7,Weight Loss,4,45,Intermediate,0,1,0,0,1
275,24,Female,166,53,19.23,Normal,3.0,23.9,Muscle Gain,2,90,Beginner,1,0,0,0,0
276,32,Female,193,112,30.07,Obese,5.0,37.6,Weight Loss,5,60,Advanced,0,0,0,0,0
277,30,Male,177,54,17.24,Underweight,2.0,10.1,Muscle Gain,3,60,Intermediate,1,1,0,0,0
278,28,Male,178,60,18.94,Normal,2.0,12.3,Muscle Gain,3,45,Intermediate,0,1,0,1,0
279,39,Female,170,74,25.61,Overweight,5.0,33.4,Muscle Gain,3,60,Intermediate,1,0,0,0,1
280,31,Female,196,105,27.33,Overweight,5.0,35.2,Weight Loss,2,30,Beginner,1,0,0,0,0
281,44,Male,165,41,15.06,Underweight,1.0,7.1,Muscle Gain,4,90,Intermediate,1,1,1,1,0
282,18,Female,186,74,21.39,Normal,3.0,23.7,Muscle Gain,4,45,Intermediate,0,0,0,0,0
283,48,Male,169,121,42.37,Obese,5.0,44.9,Weight Loss,4,30,Beginner,0,1,0,1,0
284,39,Male,155,117,48.7,Obese,5.0,53.9,Weight Loss,2,45,Beginner,0,0,0,0,0
285,38,Male,168,59,20.9,Normal,2.0,15.7,Muscle Gain,4,30,Intermediate,1,0,0,0,0
286,41,Male,154,121,51.02,Obese,5.0,59.1,Weight Loss,4,60,Intermediate,0,1,1,0,0
287,38,Male,152,49,21.21,Normal,3.0,18.9,Muscle Gain,5,90,Intermediate,1,0,0,0,0
288,38,Female,150,64,28.44,Overweight,5.0,37.2,Weight Loss,3,90,Advanced,0,0,1,0,0
289,22,Female,187,105,30.03,Obese,5.0,37.7,Weight Loss,3,30,Intermediate,0,0,0,0,0
290,31,Female,164,64,23.8,Normal,4.0,29.1,Maintain,4,30,Intermediate,0,0,0,0,1
291,49,Female,183,93,27.77,Overweight,5.0,38.2,Weight Loss,4,90,Advanced,1,0,0,1,0
292,24,Male,184,72,21.27,Normal,2.0,11.5,Muscle Gain,3,90,Intermediate,0,0,1,0,0
293,21,Male,198,75,19.13,Normal,1.0,9.1,Muscle Gain,3,45,Intermediate,0,0,0,0,1
294,20,Male,174,53,17.51,Underweight,1.0,7.4,Muscle Gain,3,45,Advanced,0,1,1,0,0
295,22,Male,173,104,34.75,Obese,5.0,32.3,Weight Loss,5,45,Beginner,1,0,0,0,0
296,48,Female,161,119,45.91,Obese,5.0,59.8,Weight Loss,3,90,Intermediate,0,0,1,0,1
297,46,Male,167,93,33.35,Obese,5.0,32.2,Weight Loss,5,60,Advanced,0,1,1,0,0
298,32,Male,164,91,33.83,Obese,5.0,31.5,Weight Loss,4,45,Intermediate,0,0,0,0,1
299,29,Female,193,42,11.28,Underweight,2.0,14.1,Muscle Gain,5,45,Advanced,1,0,1,1,1
300,46,Female,165,80,29.38,Overweight,5.0,38.2,Weight Loss,5,90,Advanced,1,0,0,1,1
301,35,Female,176,45,14.53,Underweight,2.0,16.7,Muscle Gain,3,30,Intermediate,1,0,0,0,0
302,33,Female,157,64,25.96,Overweight,5.0,30.5,Maintain,5,45,Advanced,1,0,0,0,0
303,35,Male,195,52,13.68,Underweight,1.0,5.9,Muscle Gain,2,60,Intermediate,1,0,0,0,1
304,44,Male,174,47,15.52,Underweight,1.0,8.0,Muscle Gain,5,30,Advanced,0,0,0,1,0
305,42,Female,166,60,21.77,Normal,4.0,26.2,Muscle Gain,4,30,Intermediate,0,0,0,1,0
306,42,Male,178,107,33.77,Obese,5.0,34.4,Weight Loss,2,90,Beginner,0,1,0,1,1
307,39,Male,157,64,25.96,Overweight,3.0,20.0,Maintain,4,90,Intermediate,1,0,0,0,1
308,25,Male,164,118,43.87,Obese,5.0,42.7,Weight Loss,5,90,Advanced,1,0,1,0,0
309,28,Female,176,107,34.54,Obese,5.0,41.8,Weight Loss,2,90,Intermediate,1,0,0,0,0
310,17,Male,195,84,22.09,Normal,2.0,11.3,Muscle Gain,4,60,Intermediate,1,0,0,0,0
311,17,Female,199,99,25.0,Overweight,4.0,26.1,Maintain,4,90,Advanced,0,0,0,0,0
312,48,Male,156,51,20.96,Normal,2.0,16.5,Muscle Gain,5,45,Advanced,0,0,0,0,0
313,41,Male,152,71,30.73,Obese,5.0,31.8,Weight Loss,3,60,Intermediate,1,1,0,0,0
314,17,Male,178,52,16.41,Underweight,1.0,6.6,Muscle Gain,3,90,Intermediate,0,0,0,0,0
315,32,Female,193,70,18.79,Normal,3.0,22.3,Muscle Gain,2,45,Advanced,0,0,0,0,0
316,21,Male,173,117,39.09,Obese,5.0,37.1,Weight Loss,4,45,Intermediate,1,1,0,1,0
317,38,Female,152,59,25.54,Overweight,5.0,35.2,Weight Loss,3,45,Intermediate,1,0,0,0,0
318,45,Female,169,57,19.96,Normal,4.0,25.3,Muscle Gain,5,30,Advanced,0,0,0,0,0
319,19,Female,195,99,26.04,Overweight,4.0,27.8,Muscle Gain,2,30,Beginner,0,0,0,0,1
320,28,Male,164,102,37.92,Obese,5.0,38.6,Weight Loss,4,90,Intermediate,1,1,0,0,1
321,42,Male,174,45,14.86,Underweight,1.0,5.7,Muscle Gain,2,90,Beginner,1,0,0,0,1
322,32,Male,179,71,22.16,Normal,2.0,15.7,Muscle Gain,2,45,Advanced,1,1,0,0,1
323,38,Male,163,82,30.86,Obese,4.0,29.7,Weight Loss,3,30,Intermediate,1,1,0,0,0
324,45,Female,156,41,16.85,Underweight,3.0,23.9,Muscle Gain,3,30,Intermediate,0,0,1,0,0
325,30,Female,166,99,35.93,Obese,5.0,45.7,Weight Loss,4,90,Advanced,1,1,1,0,1
326,44,Female,193,62,16.64,Underweight,3.0,22.4,Muscle Gain,5,45,Advanced,0,0,0,1,0
327,21,Male,169,122,42.72,Obese,5.0,46.4,Weight Loss,4,45,Intermediate,0,1,0,0,0
328,46,Female,185,70,20.45,Normal,4.0,24.6,Muscle Gain,5,45,Advanced,0,0,0,1,0
329,21,Male,158,44,17.63,Underweight,1.0,7.2,Muscle Gain,5,45,Advanced,0,1,0,0,0
330,28,Female,187,122,34.89,Obese,5.0,43.3,Weight Loss,4,45,Intermediate,1,1,1,1,1
331,32,Male,197,73,18.81,Normal,2.0,11.5,Muscle Gain,5,90,Advanced,0,0,0,0,0
332,42,Male,171,49,16.76,Underweight,2.0,10.1,Muscle Gain,4,60,Intermediate,1,0,0,0,0
333,42,Female,151,128,56.14,Obese,5.0,60.0,Weight Loss,2,60,Beginner,1,0,0,1,0
334,37,Female,173,41,13.7,Underweight,2.0,17.2,Muscle Gain,4,45,Intermediate,1,0,0,0,0
335,49,Female,157,50,20.28,Normal,4.0,27.7,Maintain,2,60,Beginner,1,0,0,0,0
336,46,Female,160,89,34.77,Obese,5.0,45.5,Weight Loss,4,60,Intermediate,1,0,1,0,1
337,39,Male,162,70,26.67,Overweight,4.0,25.9,Weight Loss,4,30,Intermediate,0,1,0,0,0
338,26,Female,166,95,34.48,Obese,5.0,45.8,Weight Loss,2,60,Beginner,0,0,1,0,0
339,21,Female,157,118,47.87,Obese,5.0,60.0,Weight Loss,3,45,Intermediate,0,0,0,0,0
340,47,Female,170,112,38.75,Obese,5.0,49.4,Weight Loss,5,90,Advanced,1,0,0,0,0
341,26,Male,167,126,45.18,Obese,5.0,48.4,Weight Loss,4,45,Intermediate,0,0,0,0,0
342,35,Male,179,122,38.08,Obese,5.0,36.5,Weight Loss,3,90,Intermediate,1,0,0,0,0
343,48,Female,167,48,17.21,Underweight,3.0,21.1,Muscle Gain,4,30,Beginner,1,0,0,0,0
344,17,Male,195,60,15.78,Underweight,1.0,3.0,Muscle Gain,4,60,Intermediate,0,0,0,0,0
345,21,Female,196,112,29.15,Overweight,5.0,35.5,Weight Loss,4,60,Intermediate,0,1,0,0,0
346,20,Male,180,67,20.68,Normal,2.0,13.7,Muscle Gain,5,60,Intermediate,0,0,0,0,0
347,32,Male,187,101,28.88,Overweight,3.0,23.6,Maintain,4,45,Intermediate,1,1,0,0,0
348,40,Male,181,46,14.04,Underweight,1.0,5.9,Muscle Gain,3,45,Intermediate,0,0,0,0,0
349,32,Male,160,119,46.48,Obese,5.0,50.1,Weight Loss,5,60,Advanced,1,1,0,1,1
350,18,Female,194,55,14.61,Underweight,2.0,13.4,Muscle Gain,5,45,Advanced,0,0,0,0,1
351,44,Female,174,43,14.2,Underweight,2.0,15.5,Muscle Gain,2,45,Beginner,1,0,1,0,1
352,48,Female,182,43,12.98,Underweight,2.0,16.2,Muscle Gain,3,60,Intermediate,0,0,0,1,1
353,43,Male,187,79,22.59,Normal,3.0,20.4,Maintain,3,60,Intermediate,0,1,0,0,0
354,36,Female,190,56,15.51,Underweight,2.0,15.7,Muscle Gain,4,45,Beginner,0,0,0,0,0
355,40,Female,157,91,36.92,Obese,5.0,46.2,Weight Loss,4,45,Intermediate,0,0,1,0,0
356,28,Female,160,91,35.55,Obese,5.0,44.0,Weight Loss,4,45,Intermediate,1,0,0,0,1
357,49,Male,171,75,25.65,Overweight,4.0,26.8,Maintain,5,60,Advanced,0,0,1,0,0
358,49,Male,173,77,25.73,Overweight,4.0,25.3,Muscle Gain,4,60,Intermediate,1,0,1,0,0
359,28,Male,190,89,24.65,Normal,3.0,20.5,Muscle Gain,2,90,Beginner,0,1,0,0,0
360,19,Female,166,102,37.02,Obese,5.0,44.7,Weight Loss,3,90,Intermediate,0,0,0,0,0
361,17,Female,161,102,39.35,Obese,5.0,49.0,Weight Loss,3,45,Beginner,0,0,1,0,0
362,49,Female,195,101,26.56,Overweight,5.0,32.8,Maintain,3,30,Advanced,1,0,0,0,0
363,26,Male,181,46,14.04,Underweight,1.0,5.2,Muscle Gain,4,30,Intermediate,0,0,1,0,0
364,45,Male,164,66,24.54,Normal,4.0,24.5,Muscle Gain,5,45,Advanced,1,1,1,0,1
365,29,Female,165,125,45.91,Obese,5.0,60.0,Weight Loss,3,90,Intermediate,0,0,0,1,0
366,28,Male,171,53,18.13,Underweight,2.0,12.6,Muscle Gain,4,60,Intermediate,0,0,1,0,0
367,47,Male,177,110,35.11,Obese,5.0,38.3,Weight Loss,4,45,Advanced,1,0,0,0,0
368,18,Male,169,125,43.77,Obese,5.0,42.1,Weight Loss,3,45,Beginner,0,0,0,0,0
369,39,Male,182,44,13.28,Underweight,1.0,7.8,Muscle Gain,2,60,Beginner,0,0,0,0,0
370,33,Female,159,94,37.18,Obese,5.0,45.4,Weight Loss,3,60,Intermediate,1,0,0,0,1
371,42,Male,189,41,11.48,Underweight,1.0,3.5,Muscle Gain,2,30,Beginner,1,0,0,0,0
372,24,Male,181,101,30.83,Obese,4.0,25.2,Weight Loss,5,90,Advanced,1,0,0,0,0
373,45,Male,199,60,15.15,Underweight,1.0,6.0,Muscle Gain,2,60,Beginner,1,1,0,0,1
374,42,Male,182,118,35.62,Obese,5.0,36.4,Weight Loss,3,30,Intermediate,1,0,0,0,0
375,26,Female,151,60,26.31,Overweight,5.0,30.5,Maintain,4,90,Intermediate,0,0,0,0,1
376,42,Female,182,49,14.79,Underweight,3.0,18.2,Muscle Gain,5,30,Intermediate,0,0,0,0,0
377,23,Male,182,126,38.04,Obese,5.0,37.7,Weight Loss,2,90,Advanced,0,1,1,1,0
378,20,Male,190,97,26.87,Overweight,3.0,18.5,Maintain,2,90,Beginner,0,1,0,1,0
379,27,Male,162,78,29.72,Overweight,4.0,24.0,Weight Loss,2,60,Beginner,1,1,1,0,1
380,45,Male,179,44,13.73,Underweight,1.0,7.3,Muscle Gain,2,60,Beginner,1,0,0,0,0
381,41,Male,182,104,31.4,Obese,4.0,29.9,Weight Loss,3,45,Intermediate,0,0,1,0,0
382,37,Male,162,52,19.81,Normal,2.0,15.5,Muscle Gain,4,90,Intermediate,0,0,0,0,0
383,26,Female,175,124,40.49,Obese,5.0,52.4,Weight Loss,3,60,Intermediate,0,0,0,0,0
384,25,Male,171,129,44.12,Obese,5.0,48.1,Weight Loss,2,60,Beginner,1,0,0,0,0
385,40,Female,188,124,35.08,Obese,5.0,47.3,Weight Loss,5,90,Advanced,0,0,0,0,1
386,34,Female,151,92,40.35,Obese,5.0,52.1,Weight Loss,3,90,Intermediate,1,1,0,1,1
387,48,Male,187,121,34.6,Obese,5.0,37.5,Weight Loss,3,90,Intermediate,1,0,1,0,0
388,40,Female,188,84,23.77,Normal,4.0,29.1,Muscle Gain,3,45,Intermediate,1,0,0,1,0
389,39,Female,175,71,23.18,Normal,4.0,28.3,Muscle Gain,5,90,Advanced,0,0,1,0,0
390,48,Female,195,75,19.72,Normal,4.0,27.8,Maintain,2,60,Intermediate,1,0,0,0,0
391,28,Female,199,120,30.3,Obese,5.0,37.3,Weight Loss,5,90,Advanced,0,0,0,1,0
392,29,Female,164,99,36.81,Obese,5.0,48.6,Weight Loss,4,60,Intermediate,0,0,1,0,1
393,39,Female,183,50,14.93,Underweight,3.0,19.9,Muscle Gain,2,45,Advanced,1,0,1,0,0
394,41,Male,191,102,27.96,Overweight,4.0,28.2,Weight Loss,5,45,Advanced,1,1,0,0,0
395,46,Female,193,60,16.11,Underweight,3.0,23.3,Muscle Gain,3,60,Intermediate,1,0,0,1,0
396,33,Female,198,91,23.21,Normal,4.0,28.1,Muscle Gain,2,60,Beginner,0,0,0,1,0
397,36,Female,189,94,26.32,Overweight,5.0,32.3,Maintain,5,45,Advanced,0,0,0,1,0
398,41,Male,160,65,25.39,Overweight,3.0,23.0,Maintain,4,60,Beginner,1,1,1,0,0
399,38,Female,152,107,46.31,Obese,5.0,60.0,Weight Loss,4,45,Intermediate,1,0,0,0,0
400,29,Male,155,73,30.39,Obese,4.0,28.1,Weight Loss,2,90,Beginner,0,0,0,0,0
401,35,Female,158,91,36.45,Obese,5.0,48.5,Weight Loss,3,45,Beginner,0,0,0,0,0
402,28,Male,155,121,50.36,Obese,5.0,56.3,Weight Loss,4,30,Beginner,0,1,0,0,0
403,35,Male,158,91,36.45,Obese,5.0,36.2,Weight Loss,3,30,Intermediate,1,1,0,0,1
404,28,Female,188,68,19.24,Normal,3.0,20.2,Muscle Gain,3,30,Intermediate,1,0,0,0,1
405,25,Female,180,77,23.77,Normal,4.0,27.6,Muscle Gain,2,45,Beginner,1,1,0,0,0
406,23,Male,181,81,24.72,Normal,2.0,16.6,Maintain,2,30,Beginner,1,0,0,0,0
407,44,Female,190,60,16.62,Underweight,3.0,23.5,Muscle Gain,5,30,Advanced,0,0,0,0,0
408,30,Male,199,81,20.45,Normal,2.0,13.0,Muscle Gain,3,90,Intermediate,0,1,1,0,0
409,47,Male,161,52,20.06,Normal,2.0,14.0,Muscle Gain,5,90,Intermediate,1,1,0,0,1
410,35,Male,157,103,41.79,Obese,5.0,41.5,Weight Loss,3,45,Beginner,0,0,0,0,1
411,32,Male,157,56,22.72,Normal,3.0,18.2,Muscle Gain,4,90,Intermediate,0,1,0,0,0
412,21,Male,199,48,12.12,Underweight,1.0,3.0,Muscle Gain,3,30,Intermediate,1,0,0,1,0
413,28,Female,177,80,25.54,Overweight,5.0,30.0,Maintain,3,60,Beginner,1,0,0,1,1
414,41,Male,169,40,14.01,Underweight,1.0,4.1,Muscle Gain,2,60,Beginner,0,1,0,0,0
415,37,Male,196,41,10.67,Underweight,1.0,3.0,Muscle Gain,3,45,Beginner,1,1,0,0,0
416,39,Female,156,99,40.68,Obese,5.0,52.7,Weight Loss,4,45,Intermediate,0,0,0,0,0
417,32,Male,160,87,33.98,Obese,5.0,34.1,Weight Loss,5,45,Advanced,0,0,0,0,1
418,30,Female,169,68,23.81,Normal,4.0,29.5,Maintain,4,45,Intermediate,1,0,0,0,1
419,47,Female,165,49,18.0,Underweight,3.0,22.7,Muscle Gain,2,60,Intermediate,1,1,1,1,1
420,21,Female,153,97,41.44,Obese,5.0,50.3,Weight Loss,2,30,Beginner,0,0,1,0,1
421,39,Male,155,99,41.21,Obese,5.0,47.1,Weight Loss,2,30,Advanced,0,1,1,1,0
422,45,Male,171,60,20.52,Normal,2.0,16.1,Muscle Gain,4,30,Intermediate,0,1,0,0,1
423,27,Male,175,67,21.88,Normal,2.0,16.5,Maintain,4,45,Intermediate,1,0,0,0,0
424,34,Female,152,114,49.34,Obese,5.0,60.0,Weight Loss,5,60,Advanced,1,0,0,0,0
425,28,Male,190,73,20.22,Normal,2.0,13.2,Muscle Gain,2,30,Beginner,1,0,0,1,0
426,25,Female,191,47,12.88,Underweight,2.0,10.1,Muscle Gain,4,90,Intermediate,0,0,0,0,0
427,26,Male,163,98,36.89,Obese,5.0,36.1,Weight Loss,3,45,Intermediate,0,1,0,0,0
428,33,Female,160,125,48.83,Obese,5.0,60.0,Weight Loss,4,30,Beginner,1,0,0,0,1
429,23,Male,167,111,39.8,Obese,5.0,39.0,Weight Loss,4,60,Beginner,1,0,1,0,1
430,29,Male,161,88,33.95,Obese,4.0,29.7,Weight Loss,4,30,Intermediate,0,0,0,0,0
431,25,Male,172,118,39.89,Obese,5.0,37.3,Weight Loss,4,60,Intermediate,0,1,1,0,0
432,43,Female,161,56,21.6,Normal,4.0,27.2,Muscle Gain,2,60,Beginner,1,0,0,0,0
433,18,Female,162,99,37.72,Obese,5.0,44.3,Weight Loss,4,45,Beginner,1,0,1,0,0
434,21,Male,174,126,41.62,Obese,5.0,39.0,Weight Loss,2,30,Intermediate,0,0,0,0,0
435,45,Male,194,127,33.74,Obese,5.0,36.3,Weight Loss,4,45,Advanced,0,0,1,0,1
436,35,Female,168,84,29.76,Overweight,5.0,37.7,Weight Loss,3,30,Advanced,1,0,1,1,1
437,24,Female,195,122,32.08,Obese,5.0,38.2,Weight Loss,4,30,Intermediate,1,0,0,0,0
438,17,Female,185,108,31.56,Obese,5.0,40.0,Weight Loss,5,45,Advanced,1,1,1,1,1
439,38,Male,194,71,18.86,Normal,2.0,10.7,Muscle Gain,5,45,Advanced,0,0,0,0,0
440,33,Female,157,83,33.67,Obese,5.0,45.8,Weight Loss,5,60,Advanced,1,0,0,1,0
441,23,Male,178,104,32.82,Obese,4.0,28.8,Weight Loss,4,60,Intermediate,1,1,0,1,1
442,41,Female,181,126,38.46,Obese,5.0,53.3,Weight Loss,4,60,Advanced,1,1,0,0,1
443,20,Male,193,47,12.62,Underweight,1.0,3.0,Muscle Gain,4,30,Intermediate,0,0,0,1,0
444,22,Female,167,116,41.59,Obese,5.0,54.3,Weight Loss,5,30,Advanced,0,0,1,1,0
445,47,Female,155,111,46.2,Obese,5.0,60.0,Weight Loss,3,90,Intermediate,0,0,1,1,0
446,35,Female,167,126,45.18,Obese,5.0,58.1,Weight Loss,5,60,Beginner,1,0,0,1,0
447,43,Female,168,82,29.05,Overweight,5.0,41.0,Weight Loss,5,90,Advanced,0,1,0,0,0
448,26,Female,171,40,13.68,Underweight,2.0,13.5,Muscle Gain,4,45,Intermediate,0,0,0,0,0
449,42,Male,186,90,26.01,Overweight,3.0,22.8,Maintain,3,60,Intermediate,0,0,0,1,0
450,35,Female,181,63,19.23,Normal,3.0,22.4,Muscle Gain,2,60,Beginner,1,0,1,0,0
451,19,Female,190,63,17.45,Underweight,3.0,18.5,Muscle Gain,5,45,Advanced,1,0,0,1,0
452,29,Female,152,56,24.24,Normal,4.0,27.3,Muscle Gain,2,45,Beginner,1,1,1,0,0
453,44,Male,177,44,14.04,Underweight,1.0,7.5,Muscle Gain,5,60,Intermediate,1,1,0,0,0
454,36,Female,159,59,23.34,Normal,4.0,29.5,Maintain,3,45,Advanced,1,0,1,0,0
455,44,Male,184,60,17.72,Underweight,2.0,13.9,Muscle Gain,3,45,Beginner,0,0,1,0,0
456,24,Female,178,97,30.61,Obese,5.0,39.4,Weight Loss,5,60,Advanced,1,0,1,0,1
457,17,Female,164,70,26.03,Overweight,4.0,29.5,Muscle Gain,4,90,Intermediate,1,0,0,1,1
458,19,Male,182,50,15.09,Underweight,1.0,3.5,Muscle Gain,4,45,Intermediate,0,1,0,0,0
459,29,Female,156,91,37.39,Obese,5.0,46.2,Weight Loss,4,45,Intermediate,0,1,1,0,0
460,44,Male,161,54,20.83,Normal,2.0,14.8,Muscle Gain,3,30,Intermediate,0,1,0,1,0
461,41,Male,198,122,31.12,Obese,4.0,27.8,Weight Loss,4,60,Intermediate,0,0,0,0,0
462,49,Female,179,46,14.36,Underweight,2.0,17.9,Muscle Gain,3,45,Beginner,0,0,0,0,1
463,22,Male,170,67,23.18,Normal,2.0,15.0,Maintain,5,90,Beginner,1,0,0,0,0
464,48,Female,180,90,27.78,Overweight,5.0,40.1,Weight Loss,5,45,Intermediate,1,0,0,0,0
465,37,Female,173,97,32.41,Obese,5.0,42.3,Weight Loss,3,45,Intermediate,1,0,1,0,1
466,32,Male,169,44,15.41,Underweight,1.0,6.3,Muscle Gain,4,60,Intermediate,0,1,0,0,1
467,37,Male,186,44,12.72,Underweight,1.0,4.7,Muscle Gain,4,90,Intermediate,0,0,1,1,0
468,27,Male,153,47,20.08,Normal,2.0,10.7,Muscle Gain,3,45,Intermediate,1,1,0,1,1
469,35,Male,177,103,32.88,Obese,5.0,31.6,Weight Loss,5,45,Advanced,0,0,0,1,0
470,36,Female,193,49,13.15,Underweight,2.0,15.8,Muscle Gain,2,90,Intermediate,1,0,0,0,0
471,34,Female,169,77,26.96,Overweight,5.0,33.8,Maintain,3,30,Intermediate,0,0,0,0,0
472,30,Male,173,120,40.09,Obese,5.0,40.6,Weight Loss,4,90,Intermediate,0,0,0,0,1
473,31,Female,199,47,11.87,Underweight,2.0,15.4,Muscle Gain,4,30,Intermediate,0,0,0,0,0
474,47,Female,198,64,16.32,Underweight,3.0,23.5,Muscle Gain,4,60,Intermediate,0,0,0,0,1
475,17,Female,181,112,34.19,Obese,5.0,42.0,Weight Loss,4,60,Beginner,1,0,0,1,0
476,19,Female,190,105,29.09,Overweight,5.0,34.9,Weight Loss,4,45,Intermediate,1,0,0,0,1
477,32,Male,185,118,34.48,Obese,5.0,34.4,Weight Loss,4,90,Intermediate,0,0,0,0,0
478,39,Male,183,89,26.58,Overweight,3.0,22.1,Maintain,2,30,Beginner,0,1,1,0,0
479,27,Female,185,106,30.97,Obese,5.0,37.7,Weight Loss,3,45,Intermediate,0,0,1,0,0
480,28,Male,151,88,38.59,Obese,5.0,36.0,Weight Loss,3,60,Intermediate,0,0,0,0,1
481,26,Male,164,75,27.89,Overweight,3.0,23.4,Weight Loss,3,45,Intermediate,1,1,1,0,1
482,48,Male,183,107,31.95,Obese,5.0,33.0,Weight Loss,4,60,Beginner,0,1,1,0,0
483,32,Female,185,117,34.19,Obese,5.0,42.0,Weight Loss,2,30,Beginner,1,0,0,0,0
484,24,Female,155,80,33.3,Obese,5.0,43.9,Weight Loss,3,30,Intermediate,1,0,0,1,0
485,28,Female,188,128,36.22,Obese,5.0,48.3,Weight Loss,3,30,Intermediate,0,0,0,1,0
486,40,Male,191,101,27.69,Overweight,4.0,26.9,Maintain,5,30,Advanced,0,0,1,1,0
487,44,Female,161,49,18.9,Normal,4.0,24.5,Muscle Gain,5,45,Advanced,1,0,1,0,1
488,24,Female,152,60,25.97,Overweight,5.0,33.2,Weight Loss,4,60,Beginner,1,0,0,0,1
489,44,Male,194,75,19.93,Normal,2.0,13.2,Muscle Gain,5,90,Beginner,0,0,0,1,0
490,42,Female,167,51,18.29,Underweight,4.0,24.9,Muscle Gain,4,90,Intermediate,0,0,0,0,1
491,24,Female,189,41,11.48,Underweight,2.0,10.0,Muscle Gain,4,30,Intermediate,1,0,0,1,1
492,44,Male,170,52,17.99,Underweight,2.0,14.5,Muscle Gain,2,45,Beginner,0,0,0,0,0
493,44,Male,164,92,34.21,Obese,5.0,33.9,Weight Loss,4,30,Intermediate,0,0,0,1,1
494,43,Male,182,71,21.43,Normal,3.0,19.6,Muscle Gain,4,45,Beginner,1,0,1,0,0
495,33,Female,184,55,16.25,Underweight,3.0,21.5,Muscle Gain,4,60,Intermediate,0,0,1,0,0
496,25,Female,175,71,23.18,Normal,4.0,25.1,Muscle Gain,4,30,Intermediate,0,1,0,0,1
497,49,Female,157,71,28.8,Overweight,5.0,38.6,Weight Loss,4,45,Intermediate,1,0,0,0,0
498,36,Male,185,50,14.61,Underweight,1.0,9.6,Muscle Gain,4,90,Beginner,0,1,0,0,0
499,29,Male,197,49,12.63,Underweight,1.0,3.0,Muscle Gain,5,45,Advanced,0,1,0,0,0
500,44,Female,179,54,16.85,Underweight,3.0,23.6,Muscle Gain,3,45,Intermediate,0,0,0,0,1
501,45,Female,172,56,18.93,Normal,4.0,25.0,Muscle Gain,4,30,Intermediate,1,0,1,1,0
502,29,Male,191,79,21.66,Normal,2.0,14.7,Muscle Gain,3,45,Intermediate,0,0,1,0,0
503,22,Male,193,57,15.3,Underweight,1.0,4.2,Muscle Gain,4,90,Intermediate,1,0,0,0,1
504,34,Male,163,94,35.38,Obese,5.0,33.5,Weight Loss,4,30,Intermediate,1,0,0,1,0
505,21,Male,163,112,42.15,Obese,5.0,44.2,Weight Loss,2,45,Advanced,0,1,0,0,0
506,41,Female,151,64,28.07,Overweight,5.0,35.9,Weight Loss,4,30,Intermediate,0,0,0,0,1
507,18,Male,186,98,28.33,Overweight,3.0,23.0,Maintain,3,45,Intermediate,1,0,0,0,0
508,26,Female,154,117,49.33,Obese,5.0,60.0,Weight Loss,4,30,Beginner,1,0,0,0,0
509,46,Female,187,128,36.6,Obese,5.0,49.7,Weight Loss,3,90,Beginner,0,0,1,0,0
510,21,Female,194,61,16.21,Underweight,3.0,19.1,Muscle Gain,4,90,Advanced,1,0,0,0,0
